well	X	Y	MD	TVDSS	INCL	AZIM
Well-63	521617.179	3390007.404	2080.9745	1822.34	30.15290071	312.1
Well-63	521607.002	3390016.592	2110.9968	1848.3	30.1526077	312.1
Well-63	521606.269	3390017.253	2113.1605	1850.17	30.20165237	312.1
Well-63	521604.036	3390019.27	2119.7495	1855.868	30.14301974	312.1
Well-63	521599.456	3390023.404	2133.2597	1867.55	30.15381227	312.1
Well-63	521596.739	3390025.857	2141.2743	1874.48	30.15472998	312.1
Well-63	521590.892	3390031.136	2158.5245	1889.396	30.15317269	312.1
Well-63	521577.749	3390043.001	2197.3006	1922.924	30.15651516	312.1
Well-63	521570.435	3390049.604	2218.876	1941.58	30.15284635	312.1
Well-63	521564.605	3390054.867	2236.0756	1956.452	30.15481008	312.1
Well-63	521563.967	3390055.443	2237.9577	1958.08	30.11829579	312.1
Well-63	521561.91	3390057.3	2244.0264	1963.327	30.16290097	312.1
Well-63	521551.462	3390066.733	2274.8506	1989.98	30.15407077	312.1
Well-63	521548.123	3390069.747	2284.7	1998.4962	30.15820547	312.1
Well-63	521546.261	3390071.427	2290.1923	2003.246	30.13889931	312.1
Well-6	522220.74	3389442.32	0	-21.7	0	0
Well-6	522220.74	3389442.32	77	55.3	0	0
Well-6	522220.74	3389442.32	92.62	70.92	0	0
Well-6	522220.74	3389442.32	98.1618	76.4618	4.09E-06	0
Well-6	522220.74	3389442.32	110	88.3	0	0
Well-6	522220.786	3389441.903	134.1175	112.412	1.223660906	173.7
Well-6	522221.003	3389439.933	167.7203	145.94	3.823677807	173.7
Well-6	522221.054	3389439.475	173.0245	151.22	5.475208039	173.7
Well-6	522221.401	3389436.33	201.4892	179.468	7.074401225	173.7
Well-6	522221.983	3389431.062	235.5243	212.996	9.902882443	173.7
Well-6	522222.753	3389424.082	269.9345	246.524	13.00198952	173.7
Well-6	522223.72	3389415.322	304.8408	280.052	16.15463293	173.7
Well-6	522224.893	3389404.696	340.3763	313.58	19.35085889	173.7
Well-6	522225.646	3389397.875	360.6449	332.39	21.86922361	173.7
Well-6	522226.285	3389392.089	376.6961	347.108	23.51713402	173.7
Well-6	522226.521	3389389.95	382.4018	352.3	24.49917724	173.7
Well-6	522227.911	3389377.351	413.9861	380.636	26.21346348	173.7
Well-6	522229.795	3389360.291	452.4707	414.164	29.40095542	173.7
Well-6	522231.962	3389340.654	492.4315	447.692	32.96298566	173.7
Well-6	522232.997	3389331.283	510.2581	462.19	35.58244978	173.7
Well-6	522234.452	3389318.1	534.2392	481.22	37.48227951	173.7
Well-6	522235.207	3389311.256	546.2446	490.5359	39.1064131	173.7
Well-6	522237.209	3389293.119	577.6958	514.748	39.66130974	173.7
Well-6	522239.982	3389268.003	621.2459	548.276	39.65760938	173.7
Well-6	522242.754	3389242.888	664.7971	581.804	39.65935508	173.7
Well-6	522245.526	3389217.773	708.3472	615.332	39.65760938	173.7
Well-6	522248.299	3389192.657	751.8984	648.86	39.65935508	173.7
Well-6	522251.071	3389167.542	795.4496	682.388	39.65935508	173.7
Well-6	522253.843	3389142.427	838.9997	715.916	39.65760938	173.7
Well-6	522256.616	3389117.312	882.5509	749.444	39.65935508	173.7
Well-6	522259.388	3389092.196	926.101	782.972	39.65760938	173.7
Well-6	522262.16	3389067.081	969.6522	816.5	39.65935508	173.7
Well-6	522264.379	3389046.976	1004.5156	843.34	39.65851945	173.7
Well-6	522264.932	3389041.966	1013.2034	850.028	39.66270824	173.7
Well-6	522267.705	3389016.85	1056.7535	883.556	39.65760938	173.7
Well-6	522270.477	3388991.735	1100.3047	917.084	39.65935508	173.7
Well-6	522273.249	3388966.62	1143.8548	950.612	39.65760938	173.7
Well-6	522276.022	3388941.504	1187.406	984.14	39.65935508	173.7
Well-6	522276.695	3388935.407	1197.9792	992.28	39.65769431	173.7
Well-6	522278.794	3388916.389	1230.9572	1017.668	39.65988753	173.7
Well-6	522281.566	3388891.274	1274.5073	1051.196	39.65760938	173.7
Well-6	522284.339	3388866.159	1318.0585	1084.724	39.65935508	173.7
Well-6	522287.111	3388841.043	1361.6086	1118.252	39.65760938	173.7
Well-6	522289.883	3388815.928	1405.1598	1151.78	39.65935508	173.7
Well-6	522292.656	3388790.813	1448.711	1185.308	39.65935508	173.7
Well-6	522295.428	3388765.697	1492.2611	1218.836	39.65760938	173.7
Well-6	522298.2	3388740.582	1535.8123	1252.364	39.65935508	173.7
Well-6	522300.973	3388715.467	1579.3624	1285.892	39.65760938	173.7
Well-6	522301.444	3388711.199	1586.7643	1291.59	39.6638568	173.7
Well-6	522303.745	3388690.351	1622.9136	1319.42	39.65843326	173.7
Well-6	522306.517	3388665.236	1666.4648	1352.948	39.65935508	173.7
Well-6	522309.29	3388640.121	1710.0149	1386.476	39.65760938	173.7
Well-6	522312.062	3388615.006	1753.5661	1420.004	39.65935508	173.7
Well-6	522314.834	3388589.89	1797.1162	1453.532	39.65760938	173.7
Well-6	522317.606	3388564.775	1840.6674	1487.06	39.65935508	173.7
Well-6	522320.379	3388539.66	1884.2186	1520.588	39.65935508	173.7
Well-6	522321.117	3388532.969	1895.8203	1529.52	39.65624195	173.7
Well-6	522323.151	3388514.544	1927.7687	1554.116	39.65810593	173.7
Well-6	522325.923	3388489.429	1971.3199	1587.644	39.65935508	173.7
Well-6	522328.696	3388464.314	2014.87	1621.172	39.65760938	173.7
Well-6	522331.468	3388439.199	2058.4212	1654.7	39.65935508	173.7
Well-6	522334.24	3388414.083	2101.9713	1688.228	39.65760938	173.7
Well-6	522337.013	3388388.968	2145.5225	1721.756	39.65935508	173.7
Well-6	522338.672	3388373.938	2171.5848	1741.82	39.65979148	173.7
Well-6	522339.785	3388363.853	2189.0737	1755.284	39.65870474	173.7
Well-6	522342.557	3388338.737	2232.6238	1788.812	39.65760938	173.7
Well-6	522344.657	3388319.72	2265.6018	1814.2	39.65988753	173.7
Well-6	522345.33	3388313.622	2276.175	1822.34	39.65769431	173.7
Well-6	522347.476	3388294.176	2309.8955	1848.3	39.6588521	173.7
Well-6	522347.631	3388292.775	2312.3243	1850.17	39.65261788	173.7
Well-6	522348.102	3388288.507	2319.7251	1855.868	39.65358492	173.7
Well-6	522349.068	3388279.756	2334.8996	1867.55	39.6601046	173.7
Well-6	522349.641	3388274.565	2343.9009	1874.48	39.65609631	173.7
Well-6	522350.874	3388263.391	2363.2763	1889.396	39.66028194	173.7
Well-6	522353.45	3388240.058	2403.7365	1920.5447	39.65865822	173.7
Well-6	522353.647	3388238.276	2406.8275	1922.924	39.66847577	173.7
Well-6	522355.189	3388224.301	2431.0605	1941.58	39.65874575	173.7
Well-6	522356.419	3388213.161	2450.3776	1956.452	39.65618378	173.7
Well-6	522356.553	3388211.941	2452.4929	1958.08	39.67925474	173.7
Well-6	522356.93	3388208.53	2458.4076	1962.634	39.65095407	173.7
Well-6	522359.191	3388188.046	2493.9288	1989.98	39.65956854	173.7
Well-6	522359.247	3388187.543	2494.8	1990.651	39.62796644	173.7
Well-6	522360.25	3388178.456	2510.5575	2002.7818	39.66021363	173.7
Well-35	522211.1	3389430.83	0	-21.7	0	0
Well-35	522211.1	3389430.83	77	55.3	0	0
Well-35	522211.1	3389430.83	92.62	70.92	0	0
Well-35	522211.1	3389430.83	110	88.3	2.26E-06	0
Well-35	522210.84	3389430.501	134.1175	112.412	1.223660906	218.3
Well-35	522209.611	3389428.946	167.7203	145.94	3.823677807	218.3
Well-35	522209.325	3389428.584	173.0245	151.22	5.475208039	218.3
Well-35	522207.363	3389426.102	201.4892	179.468	7.074401225	218.3
Well-35	522204.077	3389421.944	235.5243	212.996	9.902882443	218.3
Well-35	522199.722	3389416.434	269.9345	246.524	13.00198952	218.3
Well-35	522194.258	3389409.52	304.8408	280.052	16.15463293	218.3
Well-35	522187.629	3389401.133	340.3763	313.58	19.35085889	218.3
Well-35	522183.374	3389395.749	360.6449	332.39	21.86922361	218.3
Well-35	522179.764	3389391.181	376.6961	347.108	23.51713402	218.3
Well-35	522179.062	3389390.292	379.7156	349.858	24.39123968	218.3
Well-35	522178.434	3389389.498	382.3996	352.3	24.51729317	218.3
Well-35	522171.148	3389380.279	413.5439	380.636	24.51821252	218.3
Well-35	522162.527	3389369.371	450.395	414.164	24.51901602	218.3
Well-35	522153.907	3389358.464	487.2472	447.692	24.52276518	218.3
Well-35	522150.179	3389353.747	503.1818	462.19	24.51619937	218.3
Well-35	522145.286	3389347.556	524.0983	481.22	24.52116159	218.3
Well-35	522136.665	3389336.648	560.9494	514.748	24.51901602	218.3
Well-35	522128.044	3389325.74	597.8005	548.276	24.51901602	218.3
Well-35	522119.424	3389314.833	634.6516	581.804	24.51901602	218.3
Well-35	522110.803	3389303.925	671.5027	615.332	24.51901602	218.3
Well-35	522102.182	3389293.017	708.3538	648.86	24.51901602	218.3
Well-35	522093.562	3389282.109	745.206	682.388	24.52276518	218.3
Well-35	522084.941	3389271.202	782.0571	715.916	24.51901602	218.3
Well-35	522076.32	3389260.294	818.9082	749.444	24.51901602	218.3
Well-35	522067.699	3389249.386	855.7593	782.972	24.51901602	218.3
Well-35	522059.079	3389238.478	892.6104	816.5	24.51901602	218.3
Well-35	522052.177	3389229.746	922.1113	843.34	24.52189249	218.3
Well-35	522050.458	3389227.571	929.4615	850.028	24.50746774	218.3
Well-35	522041.837	3389216.663	966.3126	883.556	24.51901602	218.3
Well-35	522033.216	3389205.755	1003.1648	917.084	24.52276518	218.3
Well-35	522024.596	3389194.847	1040.0159	950.612	24.51901602	218.3
Well-35	522015.975	3389183.94	1076.867	984.14	24.51901602	218.3
Well-35	522013.882	3389181.291	1085.8133	992.28	24.51214394	218.3
Well-35	522007.354	3389173.032	1113.7181	1017.668	24.52121883	218.3
Well-35	521998.733	3389162.124	1150.5692	1051.196	24.51901602	218.3
Well-35	521990.113	3389151.216	1187.4203	1084.724	24.51901602	218.3
Well-35	521981.492	3389140.308	1224.2714	1118.252	24.51901602	218.3
Well-35	521972.871	3389129.401	1261.1236	1151.78	24.52276518	218.3
Well-35	521964.25	3389118.493	1297.9747	1185.308	24.51901602	218.3
Well-35	521955.63	3389107.585	1334.8258	1218.836	24.51901602	218.3
Well-35	521947.009	3389096.677	1371.6769	1252.364	24.51901602	218.3
Well-35	521938.388	3389085.77	1408.528	1285.892	24.51901602	218.3
Well-35	521936.923	3389083.916	1414.7914	1291.59	24.53199734	218.3
Well-35	521929.768	3389074.862	1445.3791	1319.42	24.51635705	218.3
Well-35	521921.147	3389063.954	1482.2302	1352.948	24.51901602	218.3
Well-35	521912.526	3389053.046	1519.0824	1386.476	24.52276518	218.3
Well-35	521903.905	3389042.139	1555.9335	1420.004	24.51901602	218.3
Well-35	521895.285	3389031.231	1592.7846	1453.532	24.51901602	218.3
Well-35	521886.664	3389020.323	1629.6357	1487.06	24.51901602	218.3
Well-35	521878.043	3389009.415	1666.4868	1520.588	24.51901602	218.3
Well-35	521875.747	3389006.509	1676.3043	1529.52	24.52173101	218.3
Well-35	521869.422	3388998.508	1703.3379	1554.116	24.51802997	218.3
Well-35	521860.802	3388987.6	1740.189	1587.644	24.51901602	218.3
Well-35	521852.181	3388976.692	1777.0412	1621.172	24.52276518	218.3
Well-35	521843.56	3388965.784	1813.8923	1654.7	24.51901602	218.3
Well-35	521834.939	3388954.877	1850.7434	1688.228	24.51901602	218.3
Well-35	521826.319	3388943.969	1887.5945	1721.756	24.51901602	218.3
Well-35	521821.16	3388937.441	1909.6473	1741.82	24.52000271	218.3
Well-35	521817.698	3388933.061	1924.4456	1755.284	24.51754555	218.3
Well-35	521809.077	3388922.153	1961.2967	1788.812	24.51901602	218.3
Well-35	521802.549	3388913.894	1989.2015	1814.2	24.52121883	218.3
Well-35	521800.457	3388911.246	1998.1478	1822.34	24.51214394	218.3
Well-35	521793.782	3388902.8	2026.6818	1848.3	24.52340056	218.3
Well-35	521793.301	3388902.192	2028.7366	1850.17	24.48576949	218.3
Well-35	521791.836	3388900.338	2035	1855.868	24.53199734	218.3
Well-35	521788.832	3388896.537	2047.8392	1867.55	24.51263856	218.3
Well-35	521787.05	3388894.283	2055.4567	1874.48	24.52954746	218.3
Well-35	521783.215	3388889.43	2071.8511	1889.396	24.51911556	218.3
Well-35	521774.594	3388878.522	2108.7022	1922.924	24.51901602	218.3
Well-35	521769.797	3388872.453	2129.2073	1941.58	24.51917519	218.3
Well-35	521765.974	3388867.614	2145.5533	1956.452	24.51881633	218.3
Well-35	521765.555	3388867.085	2147.343	1958.08	24.54301778	218.3
Well-35	521763.52	3388864.51	2156.0418	1965.9945	24.51700694	218.3
Well-35	521758.635	3388858.329	2176.9242	1984.9937	24.51967769	218.3
Well-35	521757.353	3388856.707	2182.4044	1989.98	24.5118406	218.3
Well-35	521753.074	3388851.292	2200.6974	2006.623	24.52205654	218.3
Well-40	524139.02	3391716.27	0	-21.7	0	0
Well-40	524139.02	3391716.27	77	55.3	0	0
Well-40	524139.02	3391716.27	92.62	70.92	0	0
Well-40	524139.02	3391716.27	110	88.3	2.26E-06	0
Well-40	524139.291	3391716.59	134.1175	112.412	1.223660906	40.2
Well-40	524140.571	3391718.103	167.7203	145.94	3.823677807	40.2
Well-40	524140.868	3391718.456	173.0245	151.22	5.475208039	40.2
Well-40	524142.911	3391720.871	201.4892	179.468	7.074401225	40.2
Well-40	524146.334	3391724.918	235.5243	212.996	9.902882443	40.2
Well-40	524150.869	3391730.28	269.9345	246.524	13.00198952	40.2
Well-40	524156.56	3391737.009	304.8408	280.052	16.15463293	40.2
Well-40	524163.464	3391745.172	340.3763	313.58	19.35085889	40.2
Well-40	524167.854	3391750.362	360.4623	332.2217	21.86034275	40.2
Well-40	524167.895	3391750.411	360.6449	332.39	22.82606804	40.2
Well-40	524171.522	3391754.699	376.607	347.108	22.77100669	40.2
Well-40	524172.801	3391756.212	382.2379	352.3	22.77160454	40.2
Well-40	524179.784	3391764.467	412.9686	380.636	22.76870609	40.2
Well-40	524188.045	3391774.235	449.3302	414.164	22.76915496	40.2
Well-40	524196.307	3391784.003	485.6918	447.692	22.76915496	40.2
Well-40	524199.879	3391788.227	501.4152	462.19	22.77010743	40.2
Well-40	524204.568	3391793.772	522.0534	481.22	22.76842929	40.2
Well-40	524212.83	3391803.54	558.415	514.748	22.76915496	40.2
Well-40	524221.092	3391813.308	594.7766	548.276	22.76915496	40.2
Well-40	524229.353	3391823.076	631.1382	581.804	22.76915496	40.2
Well-40	524237.615	3391832.844	667.4998	615.332	22.76915496	40.2
Well-40	524245.876	3391842.612	703.8614	648.86	22.76915496	40.2
Well-40	524254.138	3391852.381	740.223	682.388	22.76915496	40.2
Well-40	524262.4	3391862.149	776.5846	715.916	22.76915496	40.2
Well-40	524270.661	3391871.917	812.9462	749.444	22.76915496	40.2
Well-40	524278.923	3391881.685	849.3078	782.972	22.76915496	40.2
Well-40	524287.185	3391891.453	885.6694	816.5	22.76915496	40.2
Well-40	524293.798	3391899.273	914.7787	843.34	22.77352771	40.2
Well-40	524295.446	3391901.221	922.031	850.028	22.75159564	40.2
Well-40	524303.708	3391910.99	958.3926	883.556	22.76915496	40.2
Well-40	524311.969	3391920.758	994.7542	917.084	22.76915496	40.2
Well-40	524320.231	3391930.526	1031.1158	950.612	22.76915496	40.2
Well-40	524328.493	3391940.294	1067.4785	984.14	22.77328405	40.2
Well-40	524330.498	3391942.666	1076.306	992.28	22.7622338	40.2
Well-40	524336.754	3391950.062	1103.8401	1017.668	22.77137348	40.2
Well-40	524345.016	3391959.831	1140.2017	1051.196	22.76915496	40.2
Well-40	524353.278	3391969.599	1176.5633	1084.724	22.76915496	40.2
Well-40	524361.539	3391979.367	1212.9249	1118.252	22.76915496	40.2
Well-40	524369.801	3391989.135	1249.2865	1151.78	22.76915496	40.2
Well-40	524378.062	3391998.903	1285.6481	1185.308	22.76915496	40.2
Well-40	524386.324	3392008.671	1322.0097	1218.836	22.76915496	40.2
Well-40	524394.586	3392018.44	1358.3713	1252.364	22.76915496	40.2
Well-40	524402.847	3392028.208	1394.7329	1285.892	22.76915496	40.2
Well-40	524404.251	3392029.868	1400.9127	1291.59	22.77438392	40.2
Well-40	524411.109	3392037.976	1431.0945	1319.42	22.76808418	40.2
Well-40	524419.37	3392047.744	1467.4561	1352.948	22.76915496	40.2
Well-40	524427.632	3392057.512	1503.8177	1386.476	22.76915496	40.2
Well-40	524435.894	3392067.28	1540.1793	1420.004	22.76915496	40.2
Well-40	524444.155	3392077.049	1576.5409	1453.532	22.76915496	40.2
Well-40	524452.417	3392086.817	1612.9025	1487.06	22.76915496	40.2
Well-40	524460.679	3392096.585	1649.2641	1520.588	22.76915496	40.2
Well-40	524462.88	3392099.187	1658.9507	1529.52	22.76516735	40.2
Well-40	524468.94	3392106.353	1685.6257	1554.116	22.77060284	40.2
Well-40	524477.202	3392116.121	1721.9873	1587.644	22.76915496	40.2
Well-40	524485.463	3392125.889	1758.3489	1621.172	22.76915496	40.2
Well-40	524493.725	3392135.658	1794.7105	1654.7	22.76915496	40.2
Well-40	524501.987	3392145.426	1831.0721	1688.228	22.76915496	40.2
Well-40	524510.248	3392155.194	1867.4337	1721.756	22.76915496	40.2
Well-40	524515.192	3392161.04	1889.1939	1741.82	22.7723062	40.2
Well-40	524518.51	3392164.962	1903.7964	1755.284	22.77474115	40.2
Well-40	524526.772	3392174.73	1940.158	1788.812	22.76915496	40.2
Well-40	524533.027	3392182.127	1967.691	1814.2	22.76591972	40.2
Well-40	524535.033	3392184.499	1976.5196	1822.34	22.77924164	40.2
Well-40	524541.43	3392192.062	2004.673	1848.3	22.76627103	40.2
Well-40	524541.891	3392192.607	2006.7014	1850.17	22.79323589	40.2
Well-40	524543.295	3392194.267	2012.8812	1855.868	22.77438392	40.2
Well-40	524546.173	3392197.67	2025.5499	1867.55	22.76271447	40.2
Well-40	524547.881	3392199.689	2033.0662	1874.48	22.78032095	40.2
Well-40	524551.556	3392204.035	2049.2428	1889.396	22.76900878	40.2
Well-40	524559.818	3392213.803	2085.6044	1922.924	22.76915496	40.2
Well-40	524564.415	3392219.238	2105.8367	1941.58	22.76644717	40.2
Well-40	524564.716	3392219.595	2107.1622	1942.8021	22.7809859	40.2
Well-40	524568.08	3392223.571	2121.966	1956.452	22.77179577	40.2
Well-40	524568.481	3392224.046	2123.7315	1958.08	22.7622338	40.2
Well-40	524571.69	3392227.84	2137.8566	1971.104	22.77286561	40.2
Well-40	524576.341	3392233.339	2158.3276	1989.98	22.76719115	40.2
Well-40	524582.076	3392240.119	2183.566	2013.2516	22.76922992	40.2
Well-39	524129.38	3391704.78	0	-21.7	0	0
Well-39	524129.38	3391704.78	77	55.3	0	0
Well-39	524129.38	3391704.78	92.62	70.92	0	0
Well-39	524129.38	3391704.78	110	88.3	2.26E-06	0
Well-39	524129.112	3391704.458	134.1175	112.412	1.223660906	219.8
Well-39	524127.844	3391702.934	167.7203	145.94	3.823677807	219.8
Well-39	524127.549	3391702.58	173.0245	151.22	5.475208039	219.8
Well-39	524126.366	3391701.157	190.8896	168.9674	6.580544975	219.8
Well-39	524125.578	3391700.21	201.4771	179.468	7.345955695	219.8
Well-39	524123.062	3391697.187	235.2834	212.996	7.356882106	219.8
Well-39	524120.546	3391694.163	269.0886	246.524	7.342428069	219.8
Well-39	524118.031	3391691.139	302.8949	280.052	7.356882106	219.8
Well-39	524115.515	3391688.115	336.7012	313.58	7.356882106	219.8
Well-39	524114.103	3391686.419	355.6674	332.39	7.35845254	219.8
Well-39	524112.999	3391685.091	370.5075	347.108	7.354874547	219.8
Well-39	524112.609	3391684.623	375.7424	352.3	7.340220645	219.8
Well-39	524110.483	3391682.068	404.3138	380.636	7.359930781	219.8
Well-39	524107.967	3391679.044	438.119	414.164	7.342428069	219.8
Well-39	524105.451	3391676.02	471.9253	447.692	7.356882106	219.8
Well-39	524104.364	3391674.712	486.5432	462.19	7.343481854	219.8
Well-39	524102.936	3391672.996	505.7316	481.22	7.367074275	219.8
Well-39	524100.42	3391669.972	539.5379	514.748	7.356882106	219.8
Well-39	524097.904	3391666.949	573.3431	548.276	7.342428069	219.8
Well-39	524095.388	3391663.925	607.1494	581.804	7.356882106	219.8
Well-39	524092.872	3391660.901	640.9557	615.332	7.356882106	219.8
Well-39	524090.356	3391657.877	674.762	648.86	7.356882106	219.8
Well-39	524087.841	3391654.853	708.5672	682.388	7.342428069	219.8
Well-39	524085.325	3391651.83	742.3735	715.916	7.356882106	219.8
Well-39	524082.809	3391648.806	776.1798	749.444	7.356882106	219.8
Well-39	524080.293	3391645.782	809.9861	782.972	7.356882106	219.8
Well-39	524077.777	3391642.758	843.7924	816.5	7.356882106	219.8
Well-39	524075.763	3391640.338	870.8546	843.34	7.34726513	219.8
Well-39	524075.261	3391639.734	877.5976	850.028	7.322983153	219.8
Well-39	524072.746	3391636.711	911.4039	883.556	7.356882106	219.8
Well-39	524070.23	3391633.687	945.2102	917.084	7.356882106	219.8
